date,衍复希格斯一号私募证券投资基金
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-26,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-27,0.0
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-16,0.0
2022-05-17,0.005080085190055428
2022-05-18,0.0045767414324751066
2022-05-19,0.005501021766993297
2022-05-20,-0.0018018320671522314
2022-05-23,0.0
2022-05-24,0.009742752636663687
2022-05-25,-0.004891540743673817
2022-05-26,-0.006654390316184866
2022-05-27,0.0016627677221530135
2022-05-30,0.000255073091301794
2022-05-31,-0.001605191545498208
2022-06-01,0.002689881446837239
2022-06-02,0.0015751029027146757
2022-06-06,0.0024395007470250363
2022-06-07,-0.0020443884162026915
2022-06-08,0.0006433935777205857
2022-06-09,0.0029770782913323135
2022-06-10,6.871538658770326e-05
2022-06-13,0.0029866837115108957
2022-06-14,-0.0025532979678837275
2022-06-15,0.0025979497815762365
2022-06-16,-0.0014607407097729785
2022-06-17,0.002541939968082163
2022-06-20,0.0020993700703741958
2022-06-21,0.001297051483936107
2022-06-22,0.0034223215034375754
2022-06-23,-0.0013375467601874913
2022-06-24,-0.0009272420890820143
2022-06-27,0.004313442668528067
2022-06-28,0.00022997848305483792
2022-06-29,0.0010268086619046324
2022-06-30,-0.0006120187832698853
2022-07-01,0.004884436364556932
2022-07-04,-0.002913546696976299
2022-07-05,0.0036805464362723583
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,-0.025387070880072193
2022-07-11,0.000581695286576811
2022-07-12,-0.00018154123082747553
2022-07-13,0.0007522623922686655
2022-07-14,0.0006518623747635566
2022-07-15,0.005993933768401072
2022-07-18,-0.00515179298541768
2022-07-19,0.000381091243587095
2022-07-20,-0.0022119169652718984
2022-07-21,0.0011580869661534932
2022-07-22,0.007366688584537484
2022-07-25,0.0003479674802844279
2022-07-26,-0.0010067077472029062
2022-07-27,0.0027022559841058946
2022-07-28,0.0010916673181977643
2022-07-29,0.004003271854841728
2022-08-01,0.0
2022-08-02,-0.0010265602813966934
2022-08-03,-0.0003329906172603314
2022-08-04,0.004654500519952531
2022-08-05,-0.002136601699017193
2022-08-08,0.0024082383115922035
2022-08-09,0.003059013954584744
2022-08-10,0.002574408808130757
2022-08-11,-0.0072385240534718065
2022-08-12,-0.000372478143133792
2022-08-15,0.003717882430482433
2022-08-16,0.0018247012005452312
2022-08-17,-0.0028743752552820023
2022-08-18,0.004077017196693511
2022-08-19,0.0013275441849585068
2022-08-22,-0.0016878745466011313
2022-08-23,0.004384588417520208
2022-08-24,0.004226631189407581
2022-08-25,-0.006553660771917547
2022-08-26,0.0027305032956113084
2022-08-29,0.0022112599236892017
2022-08-30,-0.0001560327154610519
2022-08-31,-0.0028966098992125877
2022-09-01,-8.525118283742028e-05
2022-09-02,0.0011891871907445672
2022-09-05,-0.0025409733019392533
2022-09-06,0.00085456103253434
2022-09-07,0.004153870041517349
2022-09-08,-0.0026410133127232616
2022-09-09,-0.00427254352919193
2022-09-13,0.0030396283951052983
2022-09-14,-0.002337927537153117
2022-09-15,-0.003178611995116931
2022-09-16,0.0013107966136861604
2022-09-19,0.0021905865473987873
2022-09-20,0.005129727250283045
2022-09-21,-0.0024470000016103555
2022-09-22,-8.545448762831143e-05
2022-09-23,0.00031521407091417153
2022-09-26,0.0016613699348732025
2022-09-27,-0.00392412669089004
2022-09-28,-0.0008724100851741357
2022-09-29,0.0010445331930690749
2022-09-30,-0.0038122254346860673
2022-10-10,-0.002170719594716375
2022-10-11,0.0010252633247831433
2022-10-12,-0.0016152328688778805
2022-10-13,-0.00047742210474832625
2022-10-14,-0.0019956803394525213
2022-10-17,-0.0024385380753815245
2022-10-18,0.0
2022-10-19,0.001417042424372461
2022-10-20,-0.0024937516832925777
2022-10-21,0.0009791637293541378
2022-10-24,-0.004760547246027702
2022-10-25,0.0036110877740332947
2022-10-26,-0.005399115981886693
2022-10-27,-0.004726659862628657
2022-10-28,-0.0015425326383585736
2022-10-31,-0.005393477245570932
2022-11-01,0.0042243000955553
2022-11-02,0.004553207298756634
2022-11-03,0.0030348403670678037
2022-11-04,0.002584382684806874
2022-11-07,0.003378762536494495
2022-11-08,-0.0018158988162535472
2022-11-09,-7.131316773112406e-05
2022-11-10,-0.002367476297663873
2022-11-11,0.0
2022-11-14,-0.0007220320909677724
2022-11-15,-0.0013312254116601974
2022-11-16,0.0007394286821600371
2022-11-17,-0.003589122977487369
2022-11-18,-0.0020490967567280416
2022-11-21,0.0014068558455833102
2022-11-22,0.0021589602321482326
2022-11-23,0.002333509352166474
2022-11-24,0.001472227849206531
2022-11-25,0.00079559135732854
2022-11-28,-0.0003130661344694641
2022-11-29,-0.0014278375565459633
2022-11-30,0.002555101215004796
2022-12-01,0.0017478866794564674
2022-12-02,0.004223839027833853
2022-12-05,0.00072651239811794
2022-12-06,-0.0007355544645254453
2022-12-07,0.002240770849429752
2022-12-08,0.0004244315626692474
2022-12-09,-0.0011161106265483722
2022-12-12,-0.0009735455601312948
2022-12-13,0.0018467302110717343
2022-12-14,0.0012297470882371986
2022-12-15,0.0011342853833375965
2022-12-16,-0.003587144390336694
2022-12-19,0.00424346558739408
2022-12-20,0.0010526574977489656
2022-12-21,0.00044095410467126506
2022-12-22,0.0016017338402004588
2022-12-23,0.00020045466446227955
2022-12-26,0.0004391333091855465
2022-12-27,0.0029236198563336036
2022-12-28,-0.003162970783676111
2022-12-29,-0.0034100031800228248
2022-12-30,0.0029470055253317806
2023-01-03,0.0016301297717336016
2023-01-04,-1.3310444295533408e-05
2023-01-05,-0.0006473050415845005
2023-01-06,0.0037871051836584346
2023-01-09,0.0012424910438353365
2023-01-10,-0.0015156015898533104
2023-01-11,0.0018699332648679512
2023-01-12,0.0016336365609070924
2023-01-13,-0.001157885418765936
2023-01-16,-0.002990537721530462
2023-01-17,-0.0020587454190914567
2023-01-18,-5.341226365840335e-05
2023-01-19,-0.0035851171409990723
2023-01-20,0.0017357889323064146
2023-01-30,0.0014595197495599344
2023-01-31,0.0007554972119545589
2023-02-01,0.0014405835281428025
2023-02-02,9.393394869561256e-05
2023-02-03,-0.0001237776798669321
2023-02-06,0.0014613286698764716
2023-02-07,0.002300441001648945
2023-02-08,0.003938739821899517
2023-02-09,-0.0017299037574718401
2023-02-10,-3.4777698929566725e-05
2023-02-13,-0.0004473280648851219
2023-02-14,-0.0005223831640506216
2023-02-15,0.0021480026291293974
2023-02-16,0.000780937989198871
2023-02-17,0.0028032068635903684
2023-02-20,-0.001738385050586766
2023-02-21,-0.0012201537241181004
2023-02-22,-0.0004668784361614442
2023-02-23,0.001287005287034515
2023-02-24,-0.0010476504955022614
2023-02-27,0.0004903044013258029
2023-02-28,-0.0007919018940767408
2023-03-01,0.0015612809397471672
2023-03-02,0.0002521936391692847
2023-03-03,-0.00010694200348004834
2023-03-06,-0.0009033088968551928
2023-03-07,0.003711948675826582
2023-03-08,0.00043907020190459
2023-03-09,0.0022631642240357186
2023-03-10,0.00028582351144967877
2023-03-13,0.001840397175599362
2023-03-14,-0.0007845021830661381
2023-03-15,0.0005253180699305027
2023-03-16,-0.00223157505060656
2023-03-17,0.0021343732495262557
2023-03-20,0.003412603906692513
2023-03-21,0.001853918312635594
2023-03-22,0.003137797211127058
2023-03-23,-0.0027361137445427453
2023-03-24,-0.00014272248650493147
2023-03-27,-0.0011920187317668862
2023-03-28,-2.837606449690444e-05
2023-03-29,0.0015077984099595154
2023-03-30,-0.0036813231260710566
2023-03-31,0.0009383499255379846
2023-04-03,0.0015195768819507016
2023-04-04,-0.0013150491622223592
2023-04-06,-0.002584769141239174
2023-04-07,-0.0011590118653532766
2023-04-10,-0.0017596019754956282
2023-04-11,0.004063017063689722
2023-04-12,0.005426108672214935
2023-04-13,0.000624109225585423
2023-04-14,-0.0015131553662759423
2023-04-17,-0.00030506196817725595
2023-04-18,0.0025177980530322053
2023-04-19,0.0040348569318366945
2023-04-20,0.0038066195908258438
2023-04-21,0.0012609761021912247
2023-04-24,0.0032836775390985284
2023-04-25,0.002253450924220357
2023-04-26,-0.0032325332496834225
2023-04-27,0.0006735042888224019
2023-04-28,0.000639237770899248
2023-05-04,0.0038004437488103893
2023-05-05,0.0030027841332805894
2023-05-08,0.002494958910980394
2023-05-09,-0.00048063885844840115
2023-05-10,-0.0008506984001024342
2023-05-11,0.00476474580992825
2023-05-12,-0.001199770227871988
2023-05-15,-0.002053983648438784
2023-05-16,-0.0004202289257627667
2023-05-17,0.0026246734438239994
2023-05-18,0.006516358269868849
2023-05-19,0.00018236624634004883
2023-05-22,0.001376015851697887
2023-05-23,-0.0009138043411951458
2023-05-24,0.0025585215868518807
2023-05-25,0.0023101100508101657
2023-05-26,-0.000842765768711784
2023-05-29,0.0010115925991543984
2023-05-30,-3.297205803520775e-05
2023-05-31,0.0014783294875595487
2023-06-01,0.002465743456528058
2023-06-02,-0.0020807214750067082
2023-06-05,0.005180083571417415
2023-06-06,0.002087994866462717
2023-06-07,0.0041907859654404245
2023-06-08,0.0023268013254761355
2023-06-09,0.0010394690942137075
2023-06-12,0.00043242681331134847
2023-06-13,0.0019422280171998985
2023-06-14,0.002006077003958273
2023-06-15,-0.0039038253136483014
2023-06-16,0.00046328247636040487
2023-06-19,0.0022422279771011633
2023-06-20,-0.0022458169299439668
2023-06-21,0.00809497487320543
2023-06-26,5.247297652632987e-05
2023-06-27,0.005170991749764431
2023-06-28,-0.0012659115427489098
2023-06-29,0.004747183172662983
2023-06-30,-0.0009172306836284783
2023-07-03,-0.00040372054669424173
2023-07-04,0.0010333889063507407
2023-07-05,-0.0011062578397941225
2023-07-06,0.0038321922154201937
2023-07-07,0.0003097742870260545
2023-07-10,-0.0010653607011901212
2023-07-11,-0.0006511477249151465
2023-07-12,0.0024197244024815046
2023-07-13,-0.0008842162420421573
2023-07-14,0.002964867084392031
2023-07-17,-0.0002695070281428791
2023-07-18,0.00042406547174067555
2023-07-19,0.0007360280729591384
2023-07-20,0.0011412263048873328
2023-07-21,-0.0013611746453034979
2023-07-24,-0.029028431670440558
2023-07-25,0.0015532382349470186
2023-07-26,-0.004408915837925131
2023-07-27,0.002627016025574469
2023-07-28,-0.0012862076284636537
2023-07-31,0.000748284661224119
2023-08-01,-0.0025530131675431944
2023-08-02,-0.00038795697381055483
2023-08-03,-0.0019396950586698658
2023-08-04,-0.0012588305062515293
2023-08-07,0.0007335443276138554
2023-08-08,0.0018158798569211099
2023-08-09,-0.00013115536796259875
2023-08-10,0.0008681665925163173
2023-08-11,0.0030322683332828504
2023-08-14,0.0023892215692371543
2023-08-15,0.001845584230576791
2023-08-16,9.472419615030869e-05
2023-08-17,0.001460562341659477
2023-08-18,0.0012143027198954215
2023-08-21,0.004150858146507508
2023-08-22,0.003263714423647812
2023-08-23,0.003076603287071822
2023-08-24,0.00023674925573957672
2023-08-25,-0.00149751109416274
2023-08-28,0.001337480166460514
2023-08-29,-0.0016432985942618217
2023-08-30,0.00557676158424214
2023-08-31,0.0014797523303887727
2023-09-01,0.0012848211778779817
2023-09-04,0.002641281853264177
2023-09-05,0.0010370574480170758
2023-09-06,0.00019301969934915064
2023-09-07,-2.895684863479797e-05
2023-09-08,-0.0013172611526305333
2023-09-11,-0.00014539512529054832
2023-09-12,0.00038308797412356377
2023-09-13,-0.0003764907464799405
2023-09-14,-0.00045987238883404835
2023-09-15,-0.0010777910078365593
2023-09-18,0.0018391242596416113
2023-09-19,-0.00021747316406472983
2023-09-20,0.0018675504196989934
2023-09-21,2.667927727684205e-05
2023-09-22,0.0033472788552666444
2023-09-25,-0.000403466896401361
2023-09-26,0.0019232008791043587
2023-09-27,-0.001542803494186673
2023-09-28,0.0015021413902072123
2023-10-09,0.002130656471975634
2023-10-10,0.0005044309530930491
2023-10-11,0.00269509090986364
2023-10-12,-0.0011467071836976928
2023-10-13,-0.0003357358904138019
2023-10-16,0.002715448276916943
2023-10-17,-0.0029816787934353606
2023-10-18,-0.0005942884903603618
2023-10-19,-0.0006672080411083137
2023-10-20,-0.0025059166043377434
2023-10-23,0.003803216570639867
2023-10-24,0.0021175355653497707
2023-10-25,0.003965507931184442
2023-10-26,0.0006138660463796963
2023-10-27,-0.005645357887672953
2023-10-30,0.00013341607937777944
2023-10-31,-0.0004876040900234635
2023-11-01,0.0023083282491831447
2023-11-02,0.003679211388662229
2023-11-03,-0.0005083110042778394
2023-11-06,-0.0025508656693815634
2023-11-07,0.0024942591091858812
2023-11-08,0.0027818562012589254
2023-11-09,0.00047898607537466553
2023-11-10,0.0007381896597741244
2023-11-13,0.0006811332742366893
2023-11-14,-0.00042512568867025813
2023-11-15,-0.0007184759787224326
2023-11-16,0.002936458257219554
2023-11-17,0.0020303499278577775
2023-11-20,0.0022726726557285026
2023-11-21,0.0007015281113761374
2023-11-22,0.0030307530473835387
2023-11-23,-0.0008181832338196582
2023-11-24,0.00042091280333667047
2023-11-27,0.000148206008372731
2023-11-28,0.0012655984586793512
2023-11-29,0.0016544829787853432
2023-11-30,-0.00024057537650001848
2023-12-01,0.0009937316455885803
2023-12-04,0.0018847980383073226
2023-12-05,0.0011774624152114388
2023-12-06,0.0005712157479438318
2023-12-07,-1.4185058551552387e-05
2023-12-08,-0.0053117704982734715
2023-12-11,-0.00431512017360447
2023-12-12,0.003515727587242834
2023-12-13,0.0032680801973686835
2023-12-14,0.000790717260657603
2023-12-15,0.0029370912469711685
2023-12-18,0.002145926312582147
2023-12-19,0.002987938021875469
2023-12-20,0.002007884695417017
2023-12-21,0.0007470741257733504
2023-12-22,-0.0031090125841337635
2023-12-25,0.001170961410982052
2023-12-26,-0.00021140479746550866
2023-12-27,0.0024177959403814953
2023-12-28,-0.0020254541859907604
2023-12-29,0.0031760836308789564
2024-01-02,0.0016863104108900684
2024-01-03,-0.00081941124631979
2024-01-04,0.003198818887238275
2024-01-05,0.0021498374734074677
2024-01-08,0.006918222560009624
2024-01-09,0.002200145100248685
2024-01-10,-0.0027776535589709717
2024-01-11,-0.0007764092517363874
2024-01-12,-0.00242471720501225
2024-01-15,0.001103593413787185
2024-01-16,0.0006302955315629077
2024-01-17,0.0033697926592363148
2024-01-18,0.0004060552764564296
2024-01-19,0.0024259373291379838
2024-01-22,0.00581144687052082
2024-01-23,-0.008744338482141512
2024-01-24,-0.00022380053622095275
2024-01-25,0.002705203441629278
2024-01-26,0.006292541179994449
2024-01-29,-0.0012654794632451782
2024-01-30,-0.0006365917095445539
2024-01-31,-0.006622880139885878
2024-02-01,-0.0012050526112599158
2024-02-02,-0.00273221594837314
2024-02-05,-0.01861764111968167
2024-02-06,-0.03677258337864853
2024-02-07,-0.04893590451154939
2024-02-08,0.026721116934533384
2024-02-19,0.02451614656673684
2024-02-20,0.010792551938395345
2024-02-21,0.01009258810538849
2024-02-22,0.01123970543071029
2024-02-23,0.011524599505039479
2024-02-26,0.002904012093471686
2024-02-27,0.0019450765322348573
2024-02-28,-0.013382465700635504
2024-02-29,0.001040044554638131
2024-03-01,0.007715752853615587
2024-03-04,0.0040859658920022746
2024-03-05,0.0030226816355222175
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-11,0.0
